1311716494142,1577664000000,false,19791209299968,John,Khan,1,478051200000,0.0.0.237,1
1289663409443,1577664000000,false,10995116277761,Evangelos,Alkaios,1,536803200000,0.0.0.248,1
1349128911812,1577664000000,false,35184372088834,Abdul Haris,Tobing,0,626745600000,0.0.0.54,0
1341276916938,1577664000000,false,30786325577731,Aleksandr,Efimkin,1,366076800000,0.0.0.92,1
1333102272788,1577664000000,false,28587302322180,Bryn,Davies,1,486518400000,0.0.0.115,1
1269454444882,1577664000000,false,2199023255557,Eric,Mettacara,1,618278400000,0.0.0.48,2
1317864211981,1577664000000,false,21990232555526,Baby,Yang,1,493344000000,0.0.0.93,1
1318824525182,1577664000000,false,21990232555527,Jun,Li,0,557884800000,0.0.0.142,0
1326224694406,1577664000000,false,26388279066632,Djelaludin,Zaland,1,422496000000,0.0.0.188,1
1325145399032,1577664000000,false,24189255811081,Alim,Guliyev,0,465955200000,0.0.0.127,2
1353622525962,1577664000000,false,37383395344394,Wolfgang,Bauer,1,624844800000,0.0.0.249,1
1346807006184,1577664000000,false,32985348833291,Cheng,Wei,1,355449600000,0.0.0.176,0
1340714255179,1577664000000,false,30786325577740,Jose,Alonso,0,556243200000,0.0.0.241,1
1299944442861,1577664000000,false,15393162788877,Mehmet,Koksal,0,565574400000,0.0.0.101,2
1262531431499,1577664000000,false,14,Hossein,Forouhar,1,447811200000,0.0.0.11,2
1332192634350,1577664000000,false,28587302322191,Ge,Wei,0,357436800000,0.0.0.174,1
1264943583929,1577664000000,false,16,Jan,Zakrzewski,0,520905600000,0.0.0.140,0
1326412502878,1577664000000,false,26388279066641,Almira,Patras,0,422928000000,0.0.0.215,1
1351937025388,1577664000000,false,35184372088850,Neil,Murray,0,398217600000,0.0.0.41,2
1312433278173,1577664000000,false,19791209299987,Jimmy,Burak,0,460166400000,0.0.0.36,2
1331651768597,1577664000000,false,28587302322196,Yahya Ould Ahmed El,Abdallahi,1,601948800000,0.0.0.221,1
1271554041494,1577664000000,false,2199023255573,Arbaaz,Ali,0,537235200000,0.0.0.189,3
1293168334086,1577664000000,false,10995116277782,Ken,Yamada,1,529459200000,0.0.0.252,1
1290356186476,1577664000000,false,10995116277783,John,Johnson,1,610588800000,0.0.0.231,2
1351999875404,1577664000000,false,35184372088856,Jie,Yang,1,344217600000,0.0.0.136,2
1353779521966,1355269512518,true,37383395344409,Luigi,Colombo,1,530236800000,0.0.0.117,1
1284758701182,1577664000000,false,8796093022234,Rahul,Sharma,0,500601600000,0.0.0.195,2
1308935514199,1577664000000,false,17592186044443,Wojciech,Ciesla,1,502761600000,0.0.0.125,1
1333885674301,1577664000000,false,28587302322204,Hans,Johansson,0,388713600000,0.0.0.5,2
1288244969470,1577664000000,false,8796093022237,Lei,Zhang,1,522460800000,0.0.0.77,2
1298880809086,1577664000000,false,13194139533342,Joakim,Larsson,0,322617600000,0.0.0.207,1
1328239591722,1577664000000,false,26388279066655,Otto,Richter,1,403228800000,0.0.0.159,2
1266012324513,1577664000000,false,32,Miguel,Gonzalez,1,369532800000,0.0.0.31,0
1335321066437,1577664000000,false,28587302322209,Ali,Ferrer,0,360028800000,0.0.0.12,3
1326672580120,1577664000000,false,26388279066658,Roberto,Diaz,0,331862400000,0.0.0.5,2
1276596057698,1293897433496,true,4398046511139,Ayesha,Ahmed,1,595296000000,0.0.0.190,0
1285696010451,1577664000000,false,8796093022244,John,Reddy,1,525571200000,0.0.0.118,0
1320683066837,1577664000000,false,24189255811109,Wei,Wei,0,476928000000,0.0.0.106,1
1344247293641,1577664000000,false,32985348833318,Alfonso,Rodriguez,0,450403200000,0.0.0.95,1
1347156817511,1577664000000,false,35184372088871,Alexei,Feltsman,0,499910400000,0.0.0.124,2
1298110980379,1577664000000,false,13194139533352,Celso,Oliveira,1,588297600000,0.0.0.253,0
1285580250742,1328030985363,true,8796093022249,John,Kumar,1,525052800000,0.0.0.147,3
1269174342685,1577664000000,false,2199023255594,Ali,Achiou,0,353116800000,0.0.0.107,2
1294600597913,1577664000000,false,13194139533355,Rahul,Khan,0,564710400000,0.0.0.47,0
1330299713145,1577664000000,false,26388279066668,Alexei,Kahnovich,0,487296000000,0.0.0.124,1
1305143207595,1577664000000,false,17592186044461,Ali,Abouba,1,549244800000,0.0.0.168,1
1281231676348,1577664000000,false,6597069766702,Alejandro,Garcia,1,535075200000,0.0.0.202,2
1331994067120,1577664000000,false,28587302322223,Tissa,Perera,1,421286400000,0.0.0.97,3
1290716325744,1577664000000,false,10995116277808,Adje van den Berg,Vries,0,521078400000,0.0.0.15,2
1344548141016,1577664000000,false,32985348833329,Ashok,Singh,1,354844800000,0.0.0.61,3
